Call Date,Custom Grouping,counts
12/01/2014,Rescue,2
12/01/2014,Various Other,13
12/01/2015,Aid Other Agency,23
12/01/2015,Chemical / Electrical,11
12/01/2015,Fire,191
12/01/2015,Medical,607
12/01/2015,Misc Emergency,58
12/01/2015,Rescue,6
12/01/2015,Various Other,6
12/01/2016,Aid Other Agency,14
12/01/2016,Chemical / Electrical,15
12/01/2016,Fire,188
12/01/2016,Medical,559
12/01/2016,Misc Emergency,68
12/01/2016,Rescue,3
12/01/2016,Various Other,13
12/01/2017,Aid Other Agency,9
12/01/2017,Chemical / Electrical,14
12/01/2017,Fire,143
12/01/2017,Medical,596
12/01/2017,Misc Emergency,43
12/01/2017,Rescue,5
12/01/2017,Various Other,17
12/01/2018,Aid Other Agency,11
12/01/2018,Chemical / Electrical,17
12/01/2018,Fire,116
12/01/2018,Medical,506
12/01/2018,Misc Emergency,53
12/01/2018,Rescue,3
12/01/2018,Various Other,8
12/01/2019,Aid Other Agency,17
12/01/2019,Chemical / Electrical,19
12/01/2019,Fire,187
12/01/2019,Medical,570
12/01/2019,Misc Emergency,41
12/01/2019,Rescue,9
12/01/2019,Various Other,16
12/02/2010,Aid Other Agency,19
12/02/2010,Chemical / Electrical,23
12/02/2010,Fire,225
12/02/2010,Medical,425
12/02/2010,Misc Emergency,31
12/02/2010,Rescue,5
12/02/2010,Various Other,5
12/02/2011,Aid Other Agency,15
12/02/2011,Chemical / Electrical,20
12/02/2011,Fire,235
12/02/2011,Medical,585
12/02/2011,Misc Emergency,61
12/02/2011,Rescue,4
12/02/2011,Various Other,8
12/02/2012,Aid Other Agency,22
12/02/2012,Chemical / Electrical,42
12/02/2012,Fire,318
12/02/2012,Medical,549
12/02/2012,Misc Emergency,53
12/02/2012,Rescue,3
12/02/2012,Various Other,54
12/02/2013,Aid Other Agency,14
12/02/2013,Chemical / Electrical,19
12/02/2013,Fire,126
12/02/2013,Medical,484
12/02/2013,Misc Emergency,37
12/02/2013,Rescue,1
12/02/2013,Various Other,25
12/02/2014,Aid Other Agency,12
12/02/2014,Chemical / Electrical,6
12/02/2014,Fire,188
12/02/2014,Medical,510
12/02/2014,Misc Emergency,39
12/02/2014,Rescue,21
12/02/2014,Various Other,10
12/02/2015,Aid Other Agency,16
12/02/2015,Chemical / Electrical,26
12/02/2015,Fire,185
12/02/2015,Medical,565
12/02/2015,Misc Emergency,23
12/02/2015,Rescue,3
12/02/2015,Various Other,15
12/02/2016,Aid Other Agency,12
12/02/2016,Chemical / Electrical,19
12/02/2016,Fire,201
12/02/2016,Medical,758
12/02/2016,Misc Emergency,45
12/02/2016,Rescue,17
12/02/2016,Various Other,19
12/02/2017,Aid Other Agency,6
12/02/2017,Chemical / Electrical,4
12/02/2017,Fire,174
12/02/2017,Medical,554
12/02/2017,Misc Emergency,36
12/02/2017,Rescue,9
12/02/2017,Various Other,8
12/02/2018,Aid Other Agency,17
12/02/2018,Chemical / Electrical,12
12/02/2018,Fire,160
12/02/2018,Medical,602
12/02/2018,Misc Emergency,35
12/02/2018,Rescue,3
12/02/2018,Various Other,14
12/02/2019,Aid Other Agency,17
12/02/2019,Chemical / Electrical,22
12/02/2019,Fire,245
12/02/2019,Medical,594
12/02/2019,Misc Emergency,21
12/02/2019,Rescue,9
12/02/2019,Various Other,12
12/03/2010,Aid Other Agency,12
12/03/2010,Chemical / Electrical,12
12/03/2010,Fire,121
12/03/2010,Medical,507
12/03/2010,Misc Emergency,27
12/03/2010,Various Other,9
12/03/2011,Aid Other Agency,12
12/03/2011,Chemical / Electrical,10
12/03/2011,Fire,207
12/03/2011,Medical,491
12/03/2011,Misc Emergency,49
12/03/2011,Rescue,6
12/03/2011,Various Other,8
12/03/2012,Aid Other Agency,12
12/03/2012,Chemical / Electrical,19
12/03/2012,Fire,189
12/03/2012,Medical,561
12/03/2012,Misc Emergency,24
12/03/2012,Rescue,22
12/03/2012,Various Other,12
12/03/2013,Aid Other Agency,4
12/03/2013,Chemical / Electrical,13
12/03/2013,Fire,167
12/03/2013,Medical,456
12/03/2013,Misc Emergency,29
12/03/2013,Various Other,17
12/03/2014,Aid Other Agency,82
12/03/2014,Chemical / Electrical,11
12/03/2014,Fire,267
12/03/2014,Medical,538
12/03/2014,Misc Emergency,51
12/03/2014,Rescue,14
12/03/2014,Various Other,27
12/03/2015,Aid Other Agency,8
12/03/2015,Chemical / Electrical,15
12/03/2015,Fire,269
12/03/2015,Medical,601
12/03/2015,Misc Emergency,36
12/03/2015,Rescue,1
12/03/2015,Various Other,16
12/03/2016,Aid Other Agency,14
12/03/2016,Chemical / Electrical,15
12/03/2016,Fire,203
12/03/2016,Medical,653
12/03/2016,Misc Emergency,56
12/03/2016,Rescue,22
12/03/2016,Various Other,19
12/03/2017,Aid Other Agency,8
12/03/2017,Chemical / Electrical,6
12/03/2017,Fire,204
12/03/2017,Medical,456
12/03/2017,Misc Emergency,26
12/03/2017,Rescue,15
12/03/2017,Various Other,14
12/03/2018,Aid Other Agency,11
12/03/2018,Chemical / Electrical,13
12/03/2018,Fire,117
12/03/2018,Medical,610
12/03/2018,Misc Emergency,70
12/03/2018,Rescue,1
12/03/2018,Various Other,13
12/03/2019,Aid Other Agency,11
12/03/2019,Chemical / Electrical,21
12/03/2019,Fire,285
12/03/2019,Medical,650
12/03/2019,Misc Emergency,46
12/03/2019,Rescue,19
12/03/2019,Various Other,5
12/04/2010,Aid Other Agency,11
12/04/2010,Chemical / Electrical,2
12/04/2010,Fire,278
12/04/2010,Medical,631
12/04/2010,Misc Emergency,35
12/04/2010,Rescue,4
12/04/2010,Various Other,9
12/04/2011,Aid Other Agency,5
12/04/2011,Chemical / Electrical,10
12/04/2011,Fire,214
12/04/2011,Medical,529
12/04/2011,Misc Emergency,40
12/04/2011,Rescue,21
12/04/2011,Various Other,11
12/04/2012,Aid Other Agency,5
12/04/2012,Chemical / Electrical,21
12/04/2012,Fire,235
12/04/2012,Medical,502
12/04/2012,Misc Emergency,25
12/04/2012,Rescue,15
12/04/2012,Various Other,6
12/04/2013,Aid Other Agency,17
12/04/2013,Chemical / Electrical,16
12/04/2013,Fire,267
12/04/2013,Medical,430
12/04/2013,Misc Emergency,37
12/04/2013,Rescue,15
12/04/2013,Various Other,23
12/04/2014,Aid Other Agency,9
12/04/2014,Chemical / Electrical,12
12/04/2014,Fire,159
12/04/2014,Medical,568
12/04/2014,Misc Emergency,34
12/04/2014,Rescue,11
12/04/2014,Various Other,16
12/04/2015,Aid Other Agency,18
12/04/2015,Chemical / Electrical,12
12/04/2015,Fire,251
12/04/2015,Medical,552
12/04/2015,Misc Emergency,59
12/04/2015,Rescue,4
12/04/2015,Various Other,7
12/04/2016,Aid Other Agency,9
12/04/2016,Chemical / Electrical,4
12/04/2016,Fire,140
12/04/2016,Medical,586
12/04/2016,Misc Emergency,25
12/04/2016,Rescue,1
12/04/2016,Various Other,26
12/04/2017,Aid Other Agency,15
12/04/2017,Chemical / Electrical,18
12/04/2017,Fire,196
12/04/2017,Medical,522
12/04/2017,Misc Emergency,34
12/04/2017,Rescue,18
12/04/2017,Various Other,11
12/04/2018,Aid Other Agency,9
12/04/2018,Chemical / Electrical,14
12/04/2018,Fire,270
12/04/2018,Medical,571
12/04/2018,Misc Emergency,38
12/04/2018,Rescue,4
12/04/2018,Various Other,9
12/04/2019,Aid Other Agency,29
12/04/2019,Chemical / Electrical,19
12/04/2019,Fire,184
12/04/2019,Medical,669
12/04/2019,Misc Emergency,44
12/04/2019,Rescue,15
12/04/2019,Various Other,10
12/05/2010,Aid Other Agency,11
12/05/2010,Chemical / Electrical,8
12/05/2010,Fire,212
12/05/2010,Medical,480
12/05/2010,Misc Emergency,15
12/05/2010,Rescue,1
12/05/2010,Various Other,14
12/05/2011,Aid Other Agency,7
12/05/2011,Chemical / Electrical,9
12/05/2011,Fire,156
12/05/2011,Medical,532
12/05/2011,Misc Emergency,30
12/05/2011,Rescue,21
12/05/2011,Various Other,15
12/05/2012,Aid Other Agency,6
12/05/2012,Chemical / Electrical,22
12/05/2012,Fire,292
12/05/2012,Medical,459
12/05/2012,Misc Emergency,48
12/05/2012,Rescue,2
12/05/2012,Various Other,20
12/05/2013,Aid Other Agency,7
12/05/2013,Chemical / Electrical,7
12/05/2013,Fire,213
12/05/2013,Medical,539
12/05/2013,Misc Emergency,32
12/05/2013,Rescue,2
12/05/2013,Various Other,7
12/05/2014,Aid Other Agency,4
12/05/2014,Chemical / Electrical,24
12/05/2014,Fire,131
12/05/2014,Medical,560
12/05/2014,Misc Emergency,35
12/05/2014,Rescue,3
12/05/2014,Various Other,9
12/05/2015,Aid Other Agency,13
12/05/2015,Chemical / Electrical,7
12/05/2015,Fire,145
12/05/2015,Medical,581
12/05/2015,Misc Emergency,25
12/05/2015,Rescue,31
12/05/2015,Various Other,11
12/05/2016,Aid Other Agency,6
12/05/2016,Chemical / Electrical,24
12/05/2016,Fire,211
12/05/2016,Medical,634
12/05/2016,Misc Emergency,41
12/05/2016,Rescue,18
12/05/2016,Various Other,24
12/05/2017,Aid Other Agency,15
12/05/2017,Chemical / Electrical,11
12/05/2017,Fire,170
12/05/2017,Medical,553
12/05/2017,Misc Emergency,42
12/05/2017,Rescue,4
12/05/2017,Various Other,4
12/05/2018,Aid Other Agency,10
12/05/2018,Chemical / Electrical,16
12/05/2018,Fire,223
12/05/2018,Medical,589
12/05/2018,Misc Emergency,46
12/05/2018,Rescue,2
12/05/2018,Various Other,9
12/05/2019,Aid Other Agency,12
12/05/2019,Chemical / Electrical,12
12/05/2019,Fire,276
12/05/2019,Medical,681
12/05/2019,Misc Emergency,43
12/05/2019,Rescue,12
12/05/2019,Various Other,5
12/06/2010,Aid Other Agency,10
12/06/2010,Chemical / Electrical,2
12/06/2010,Fire,154
12/06/2010,Medical,471
12/06/2010,Misc Emergency,42
12/06/2010,Rescue,15
12/06/2010,Various Other,6
12/06/2011,Aid Other Agency,7
12/06/2011,Chemical / Electrical,10
12/06/2011,Fire,197
12/06/2011,Medical,512
12/06/2011,Misc Emergency,44
12/06/2011,Rescue,2
12/06/2011,Various Other,7
12/06/2012,Aid Other Agency,14
12/06/2012,Chemical / Electrical,13
12/06/2012,Fire,218
12/06/2012,Medical,480
12/06/2012,Misc Emergency,26
12/06/2012,Rescue,27
12/06/2012,Various Other,18
12/06/2013,Aid Other Agency,18
12/06/2013,Chemical / Electrical,11
12/06/2013,Fire,238
12/06/2013,Medical,543
12/06/2013,Misc Emergency,53
12/06/2013,Rescue,1
12/06/2013,Various Other,12
12/06/2014,Aid Other Agency,14
12/06/2014,Chemical / Electrical,14
12/06/2014,Fire,222
12/06/2014,Medical,574
12/06/2014,Misc Emergency,74
12/06/2014,Various Other,6
12/06/2015,Aid Other Agency,5
12/06/2015,Chemical / Electrical,8
12/06/2015,Fire,175
12/06/2015,Medical,529
12/06/2015,Misc Emergency,40
12/06/2015,Rescue,14
12/06/2015,Various Other,7
12/06/2016,Aid Other Agency,17
12/06/2016,Chemical / Electrical,8
12/06/2016,Fire,173
12/06/2016,Medical,622
12/06/2016,Misc Emergency,36
12/06/2016,Various Other,22
12/06/2017,Aid Other Agency,18
12/06/2017,Chemical / Electrical,14
12/06/2017,Fire,202
12/06/2017,Medical,479
12/06/2017,Misc Emergency,38
12/06/2017,Various Other,16
12/06/2018,Aid Other Agency,17
12/06/2018,Chemical / Electrical,10
12/06/2018,Fire,230
12/06/2018,Medical,506
12/06/2018,Misc Emergency,40
12/06/2018,Rescue,25
12/06/2018,Various Other,13
12/06/2019,Aid Other Agency,16
12/06/2019,Chemical / Electrical,18
12/06/2019,Fire,194
12/06/2019,Medical,745
12/06/2019,Misc Emergency,58
12/06/2019,Rescue,1
12/06/2019,Various Other,17
12/07/2010,Aid Other Agency,15
12/07/2010,Chemical / Electrical,4
12/07/2010,Fire,171
12/07/2010,Medical,459
12/07/2010,Misc Emergency,47
12/07/2010,Rescue,2
12/07/2010,Various Other,14
12/07/2011,Aid Other Agency,6
12/07/2011,Chemical / Electrical,8
12/07/2011,Fire,181
12/07/2011,Medical,563
12/07/2011,Misc Emergency,19
12/07/2011,Rescue,5
12/07/2011,Various Other,23
12/07/2012,Aid Other Agency,18
12/07/2012,Chemical / Electrical,12
12/07/2012,Fire,206
12/07/2012,Medical,510
12/07/2012,Misc Emergency,41
12/07/2012,Rescue,18
12/07/2012,Various Other,8
12/07/2013,Aid Other Agency,15
12/07/2013,Chemical / Electrical,14
12/07/2013,Fire,204
12/07/2013,Medical,517
12/07/2013,Misc Emergency,17
12/07/2013,Rescue,5
12/07/2013,Various Other,12
12/07/2014,Aid Other Agency,10
12/07/2014,Chemical / Electrical,6
12/07/2014,Fire,177
12/07/2014,Medical,571
12/07/2014,Misc Emergency,31
12/07/2014,Rescue,8
12/07/2014,Various Other,8
12/07/2015,Aid Other Agency,5
12/07/2015,Chemical / Electrical,5
12/07/2015,Fire,194
12/07/2015,Medical,557
12/07/2015,Misc Emergency,24
12/07/2015,Rescue,16
12/07/2015,Various Other,7
12/07/2016,Aid Other Agency,6
12/07/2016,Chemical / Electrical,11
12/07/2016,Fire,193
12/07/2016,Medical,558
12/07/2016,Misc Emergency,24
12/07/2016,Rescue,6
12/07/2016,Various Other,8
12/07/2017,Aid Other Agency,17
12/07/2017,Chemical / Electrical,14
12/07/2017,Fire,157
12/07/2017,Medical,556
12/07/2017,Misc Emergency,42
12/07/2017,Rescue,1
12/07/2017,Various Other,10
12/07/2018,Aid Other Agency,15
12/07/2018,Chemical / Electrical,12
12/07/2018,Fire,278
12/07/2018,Medical,635
12/07/2018,Misc Emergency,47
12/07/2018,Rescue,27
12/07/2018,Various Other,9
12/07/2019,Aid Other Agency,51
12/07/2019,Chemical / Electrical,27
12/07/2019,Fire,252
12/07/2019,Medical,750
12/07/2019,Misc Emergency,89
12/07/2019,Rescue,9
12/07/2019,Various Other,30
12/08/2010,Aid Other Agency,13
12/08/2010,Chemical / Electrical,11
12/08/2010,Fire,282
12/08/2010,Medical,500
12/08/2010,Misc Emergency,57
12/08/2010,Rescue,1
12/08/2010,Various Other,10
12/08/2011,Aid Other Agency,14
12/08/2011,Chemical / Electrical,13
12/08/2011,Fire,174
12/08/2011,Medical,534
12/08/2011,Misc Emergency,19
12/08/2011,Various Other,10
12/08/2012,Aid Other Agency,8
12/08/2012,Chemical / Electrical,14
12/08/2012,Fire,223
12/08/2012,Medical,476
12/08/2012,Misc Emergency,42
12/08/2012,Rescue,6
12/08/2012,Various Other,10
12/08/2013,Aid Other Agency,8
12/08/2013,Chemical / Electrical,14
12/08/2013,Fire,285
12/08/2013,Medical,485
12/08/2013,Misc Emergency,24
12/08/2013,Rescue,2
12/08/2013,Various Other,13
12/08/2014,Aid Other Agency,7
12/08/2014,Chemical / Electrical,11
12/08/2014,Fire,177
12/08/2014,Medical,667
12/08/2014,Misc Emergency,35
12/08/2014,Rescue,16
12/08/2014,Various Other,8
12/08/2015,Aid Other Agency,3
12/08/2015,Chemical / Electrical,10
12/08/2015,Fire,198
12/08/2015,Medical,602
12/08/2015,Misc Emergency,19
12/08/2015,Rescue,15
12/08/2015,Various Other,16
12/08/2016,Aid Other Agency,17
12/08/2016,Chemical / Electrical,19
12/08/2016,Fire,313
12/08/2016,Medical,595
12/08/2016,Misc Emergency,70
12/08/2016,Rescue,11
12/08/2016,Various Other,35
12/08/2017,Aid Other Agency,10
12/08/2017,Chemical / Electrical,21
12/08/2017,Fire,221
12/08/2017,Medical,674
12/08/2017,Misc Emergency,37
12/08/2017,Rescue,4
12/08/2017,Various Other,43
12/08/2018,Aid Other Agency,13
12/08/2018,Chemical / Electrical,7
12/08/2018,Fire,265
12/08/2018,Medical,659
12/08/2018,Misc Emergency,38
12/08/2018,Rescue,17
12/08/2018,Various Other,16
12/08/2019,Aid Other Agency,13
12/08/2019,Chemical / Electrical,11
12/08/2019,Fire,179
12/08/2019,Medical,578
12/08/2019,Misc Emergency,13
12/08/2019,Rescue,30
12/08/2019,Various Other,6
12/09/2010,Aid Other Agency,10
12/09/2010,Chemical / Electrical,13
12/09/2010,Fire,213
12/09/2010,Medical,530
12/09/2010,Misc Emergency,22
12/09/2010,Rescue,3
12/09/2010,Various Other,7
12/09/2011,Aid Other Agency,20
12/09/2011,Chemical / Electrical,14
12/09/2011,Fire,151
12/09/2011,Medical,555
12/09/2011,Misc Emergency,65
12/09/2011,Rescue,1
12/09/2011,Various Other,11
12/09/2012,Aid Other Agency,14
12/09/2012,Chemical / Electrical,16
12/09/2012,Fire,171
12/09/2012,Medical,516
12/09/2012,Misc Emergency,38
12/09/2012,Various Other,6
12/09/2013,Aid Other Agency,10
12/09/2013,Chemical / Electrical,6
12/09/2013,Fire,243
12/09/2013,Medical,526
12/09/2013,Misc Emergency,44
12/09/2013,Rescue,5
12/09/2013,Various Other,6
12/09/2014,Aid Other Agency,10
12/09/2014,Chemical / Electrical,20
12/09/2014,Fire,246
12/09/2014,Medical,535
12/09/2014,Misc Emergency,57
12/09/2014,Rescue,2
12/09/2014,Various Other,12
12/09/2015,Aid Other Agency,8
12/09/2015,Chemical / Electrical,16
12/09/2015,Fire,170
12/09/2015,Medical,652
12/09/2015,Misc Emergency,24
12/09/2015,Rescue,2
12/09/2015,Various Other,11
12/09/2016,Aid Other Agency,15
12/09/2016,Chemical / Electrical,14
12/09/2016,Fire,220
12/09/2016,Medical,679
12/09/2016,Misc Emergency,30
12/09/2016,Rescue,1
12/09/2016,Various Other,13
12/09/2017,Aid Other Agency,12
12/09/2017,Chemical / Electrical,22
12/09/2017,Fire,173
12/09/2017,Medical,615
12/09/2017,Misc Emergency,40
12/09/2017,Rescue,5
12/09/2017,Various Other,5
12/09/2018,Aid Other Agency,6
12/09/2018,Chemical / Electrical,10
12/09/2018,Fire,249
12/09/2018,Medical,542
12/09/2018,Misc Emergency,17
12/09/2018,Rescue,2
12/09/2018,Various Other,4
12/09/2019,Aid Other Agency,16
12/09/2019,Chemical / Electrical,16
12/09/2019,Fire,165
12/09/2019,Medical,629
12/09/2019,Misc Emergency,22
12/09/2019,Rescue,4
12/09/2019,Various Other,10
12/10/2010,Aid Other Agency,7
12/10/2010,Chemical / Electrical,6
12/10/2010,Fire,216
12/10/2010,Medical,557
12/10/2010,Misc Emergency,55
12/10/2010,Rescue,17
12/10/2010,Various Other,17
12/10/2011,Aid Other Agency,4
12/10/2011,Chemical / Electrical,6
12/10/2011,Fire,221
12/10/2011,Medical,528
12/10/2011,Misc Emergency,38
12/10/2011,Rescue,27
12/10/2011,Various Other,8
12/10/2012,Aid Other Agency,12
12/10/2012,Chemical / Electrical,8
12/10/2012,Fire,153
12/10/2012,Medical,546
12/10/2012,Misc Emergency,51
12/10/2012,Various Other,5
12/10/2013,Aid Other Agency,4
12/10/2013,Chemical / Electrical,17
12/10/2013,Fire,211
12/10/2013,Medical,490
12/10/2013,Misc Emergency,34
12/10/2013,Rescue,7
12/10/2013,Various Other,17
12/10/2014,Aid Other Agency,10
12/10/2014,Chemical / Electrical,13
12/10/2014,Fire,195
12/10/2014,Medical,524
12/10/2014,Misc Emergency,37
12/10/2014,Rescue,5
12/10/2014,Various Other,22
12/10/2015,Aid Other Agency,11
12/10/2015,Chemical / Electrical,7
12/10/2015,Fire,227
12/10/2015,Medical,490
12/10/2015,Misc Emergency,39
12/10/2015,Rescue,15
12/10/2015,Various Other,21
12/10/2016,Aid Other Agency,11
12/10/2016,Chemical / Electrical,18
12/10/2016,Fire,343
12/10/2016,Medical,706
12/10/2016,Misc Emergency,43
12/10/2016,Rescue,2
12/10/2016,Various Other,29
12/10/2017,Aid Other Agency,17
12/10/2017,Chemical / Electrical,17
12/10/2017,Fire,144
12/10/2017,Medical,611
12/10/2017,Misc Emergency,32
12/10/2017,Rescue,12
12/10/2017,Various Other,11
12/10/2018,Aid Other Agency,10
12/10/2018,Chemical / Electrical,17
12/10/2018,Fire,148
12/10/2018,Medical,591
12/10/2018,Misc Emergency,24
12/10/2018,Rescue,9
12/10/2018,Various Other,6
12/10/2019,Aid Other Agency,15
12/10/2019,Chemical / Electrical,19
12/10/2019,Fire,209
12/10/2019,Medical,695
12/10/2019,Misc Emergency,65
12/10/2019,Rescue,4
12/10/2019,Various Other,16
12/11/2010,Aid Other Agency,7
12/11/2010,Chemical / Electrical,27
12/11/2010,Fire,149
12/11/2010,Medical,568
12/11/2010,Misc Emergency,37
12/11/2010,Rescue,4
12/11/2010,Various Other,17
12/11/2011,Aid Other Agency,13
12/11/2011,Chemical / Electrical,7
12/11/2011,Fire,160
12/11/2011,Medical,482
12/11/2011,Misc Emergency,15
12/11/2011,Rescue,16
12/11/2011,Various Other,11
12/11/2012,Aid Other Agency,12
12/11/2012,Chemical / Electrical,8
12/11/2012,Fire,131
12/11/2012,Medical,453
12/11/2012,Misc Emergency,28
12/11/2012,Rescue,2
12/11/2012,Various Other,7
12/11/2013,Aid Other Agency,15
12/11/2013,Chemical / Electrical,13
12/11/2013,Fire,224
12/11/2013,Medical,532
12/11/2013,Misc Emergency,34
12/11/2013,Rescue,3
12/11/2013,Various Other,9
12/11/2014,Aid Other Agency,28
12/11/2014,Chemical / Electrical,58
12/11/2014,Fire,477
12/11/2014,Medical,513
12/11/2014,Misc Emergency,65
12/11/2014,Rescue,48
12/11/2014,Various Other,32
12/11/2015,Aid Other Agency,11
12/11/2015,Chemical / Electrical,15
12/11/2015,Fire,147
12/11/2015,Medical,552
12/11/2015,Misc Emergency,34
12/11/2015,Rescue,5
12/11/2015,Various Other,9
12/11/2016,Aid Other Agency,8
12/11/2016,Chemical / Electrical,9
12/11/2016,Fire,172
12/11/2016,Medical,631
12/11/2016,Misc Emergency,41
12/11/2016,Rescue,6
12/11/2016,Various Other,14
12/11/2017,Aid Other Agency,11
12/11/2017,Chemical / Electrical,21
12/11/2017,Fire,181
12/11/2017,Medical,583
12/11/2017,Misc Emergency,56
12/11/2017,Rescue,1
12/11/2017,Various Other,19
12/11/2018,Aid Other Agency,7
12/11/2018,Chemical / Electrical,6
12/11/2018,Fire,158
12/11/2018,Medical,612
12/11/2018,Misc Emergency,42
12/11/2018,Rescue,1
12/11/2018,Various Other,12
12/11/2019,Aid Other Agency,12
12/11/2019,Chemical / Electrical,23
12/11/2019,Fire,290
12/11/2019,Medical,720
12/11/2019,Misc Emergency,38
12/11/2019,Rescue,7
12/11/2019,Various Other,6
12/12/2010,Aid Other Agency,6
12/12/2010,Chemical / Electrical,9
12/12/2010,Fire,212
12/12/2010,Medical,496
12/12/2010,Misc Emergency,40
12/12/2010,Rescue,20
12/12/2010,Various Other,8
12/12/2011,Aid Other Agency,3
12/12/2011,Chemical / Electrical,9
12/12/2011,Fire,197
12/12/2011,Medical,472
12/12/2011,Misc Emergency,22
12/12/2011,Rescue,2
12/12/2011,Various Other,8
12/12/2012,Aid Other Agency,10
12/12/2012,Chemical / Electrical,10
12/12/2012,Fire,198
12/12/2012,Medical,466
12/12/2012,Misc Emergency,27
12/12/2012,Various Other,7
12/12/2013,Aid Other Agency,10
12/12/2013,Chemical / Electrical,7
12/12/2013,Fire,208
12/12/2013,Medical,529
12/12/2013,Misc Emergency,36
12/12/2013,Rescue,1
12/12/2013,Various Other,8
12/12/2014,Aid Other Agency,9
12/12/2014,Chemical / Electrical,28
12/12/2014,Fire,253
12/12/2014,Medical,642
12/12/2014,Misc Emergency,29
12/12/2014,Rescue,6
12/12/2014,Various Other,15
12/12/2015,Aid Other Agency,7
12/12/2015,Chemical / Electrical,5
12/12/2015,Fire,219
12/12/2015,Medical,638
12/12/2015,Misc Emergency,23
12/12/2015,Rescue,16
12/12/2015,Various Other,5
12/12/2016,Aid Other Agency,5
12/12/2016,Chemical / Electrical,14
12/12/2016,Fire,196
12/12/2016,Medical,766
12/12/2016,Misc Emergency,32
12/12/2016,Rescue,14
12/12/2016,Various Other,11
12/12/2017,Aid Other Agency,6
12/12/2017,Chemical / Electrical,12
12/12/2017,Fire,234
12/12/2017,Medical,555
12/12/2017,Misc Emergency,33
12/12/2017,Rescue,2
12/12/2017,Various Other,9
12/12/2018,Aid Other Agency,10
12/12/2018,Chemical / Electrical,11
12/12/2018,Fire,179
12/12/2018,Medical,540
12/12/2018,Misc Emergency,51
12/12/2018,Rescue,2
12/12/2018,Various Other,12
12/12/2019,Aid Other Agency,15
12/12/2019,Chemical / Electrical,14
12/12/2019,Fire,322
12/12/2019,Medical,628
12/12/2019,Misc Emergency,19
12/12/2019,Rescue,1
12/12/2019,Various Other,17
12/13/2010,Aid Other Agency,13
12/13/2010,Chemical / Electrical,9
12/13/2010,Fire,173
12/13/2010,Medical,534
12/13/2010,Misc Emergency,15
12/13/2010,Rescue,1
12/13/2010,Various Other,5
12/13/2011,Aid Other Agency,3
12/13/2011,Chemical / Electrical,14
12/13/2011,Fire,128
12/13/2011,Medical,555
12/13/2011,Misc Emergency,58
12/13/2011,Various Other,12
12/13/2012,Aid Other Agency,10
12/13/2012,Chemical / Electrical,5
12/13/2012,Fire,221
12/13/2012,Medical,441
12/13/2012,Misc Emergency,33
12/13/2012,Rescue,19
12/13/2012,Various Other,14
12/13/2013,Aid Other Agency,8
12/13/2013,Chemical / Electrical,9
12/13/2013,Fire,189
12/13/2013,Medical,531
12/13/2013,Misc Emergency,40
12/13/2013,Rescue,1
12/13/2013,Various Other,11
12/13/2014,Aid Other Agency,12
12/13/2014,Chemical / Electrical,9
12/13/2014,Fire,237
12/13/2014,Medical,666
12/13/2014,Misc Emergency,41
12/13/2014,Rescue,34
12/13/2014,Various Other,10
12/13/2015,Aid Other Agency,8
12/13/2015,Chemical / Electrical,15
12/13/2015,Fire,233
12/13/2015,Medical,527
12/13/2015,Misc Emergency,24
12/13/2015,Rescue,4
12/13/2015,Various Other,28
12/13/2016,Aid Other Agency,13
12/13/2016,Chemical / Electrical,7
12/13/2016,Fire,213
12/13/2016,Medical,586
12/13/2016,Misc Emergency,56
12/13/2016,Rescue,2
12/13/2016,Various Other,11
12/13/2017,Aid Other Agency,11
12/13/2017,Chemical / Electrical,11
12/13/2017,Fire,243
12/13/2017,Medical,586
12/13/2017,Misc Emergency,40
12/13/2017,Rescue,14
12/13/2017,Various Other,9
12/13/2018,Aid Other Agency,14
12/13/2018,Chemical / Electrical,9
12/13/2018,Fire,199
12/13/2018,Medical,651
12/13/2018,Misc Emergency,26
12/13/2018,Rescue,3
12/13/2018,Various Other,24
12/13/2019,Aid Other Agency,13
12/13/2019,Chemical / Electrical,12
12/13/2019,Fire,214
12/13/2019,Medical,623
12/13/2019,Misc Emergency,47
12/13/2019,Rescue,4
12/13/2019,Various Other,14
12/14/2010,Aid Other Agency,11
12/14/2010,Chemical / Electrical,7
12/14/2010,Fire,182
12/14/2010,Medical,503
12/14/2010,Misc Emergency,41
12/14/2010,Rescue,1
12/14/2010,Various Other,11
12/14/2011,Aid Other Agency,12
12/14/2011,Chemical / Electrical,6
12/14/2011,Fire,200
12/14/2011,Medical,526
12/14/2011,Misc Emergency,38
12/14/2011,Various Other,7
12/14/2012,Aid Other Agency,13
12/14/2012,Chemical / Electrical,9
12/14/2012,Fire,244
12/14/2012,Medical,461
12/14/2012,Misc Emergency,23
12/14/2012,Rescue,1
12/14/2012,Various Other,12
12/14/2013,Aid Other Agency,20
12/14/2013,Chemical / Electrical,7
12/14/2013,Fire,215
12/14/2013,Medical,569
12/14/2013,Misc Emergency,40
12/14/2013,Rescue,2
12/14/2013,Various Other,7
12/14/2014,Aid Other Agency,6
12/14/2014,Chemical / Electrical,3
12/14/2014,Fire,216
12/14/2014,Medical,556
12/14/2014,Misc Emergency,29
12/14/2014,Various Other,11
12/14/2015,Aid Other Agency,14
12/14/2015,Chemical / Electrical,8
12/14/2015,Fire,211
12/14/2015,Medical,548
12/14/2015,Misc Emergency,58
